comment,tag,confidence
Cristiano Ronaldo I have a song coming for you I know you might not see it but I m still happily singing it for you You ll love it when you hear it ,POSITIVE,0.9998633861541748
The prophet peace and blessings of allaah be upon him said I love muhammad saw,POSITIVE,0.9934694766998291
Best wishes for you,POSITIVE,0.9994465708732605
One day I will ivite you in Tanzania so you can see Serengeti national parks and mountain Kilimanjaro,POSITIVE,0.9988252520561218
Congratulation from phillippines ,POSITIVE,0.9980936646461487
Greatest of them all ,POSITIVE,0.9998445510864258
Great celebration ,POSITIVE,0.9998792409896851
I KNOW WE DON T KNOW EACH OTHER BUT TO EVERYONE WHO IS READING THIS NOW I WISH YOU ALL THE BEST IN LIFE AND GOD BLESS YOU ,POSITIVE,0.99978107213974
The king of Football all over the world ,POSITIVE,0.9996901750564575
Great player of all sports,POSITIVE,0.9998608827590942
لا اعرف من سيقرا تعلقي لكن اسئل الله ان يجبر بخاطرك ويرزقك الصحة السعادة من قراها يضع قلبا ويتابعنا ,POSITIVE,0.9998281002044678
The greatest of all time ,POSITIVE,0.999835729598999
O melhor jogador de sempre na historia do futebol ,POSITIVE,0.9998181462287903
Please I need help you guys should pray for me this is the tenth times I went for a wedding and rice didn t reach me,NEGATIVE,0.9997381567955017
Hẹn anh mấy ngày nữa ở Ả Rập Cant Waittttt ,POSITIVE,0.9905999302864075
Thank you for your generosity siiiuuuu Cristiano Ronaldo,POSITIVE,0.9996756315231323
We indians are very proud to have blessed PM keep up the good work Modiji ,POSITIVE,0.9998399019241333
Congratulations the best ,POSITIVE,0.9998562335968018
Best of luck Queen Love from Bangladesh,POSITIVE,0.9998206496238708
Désolé je sais très bien que je suis hors sujet mais CR7 est sans doute le meilleur joueur du monde tout ceux qui sont d accord avec moi mettent un cœur et me suivent,POSITIVE,0.9998390674591064
To everyone reading this Keep going No matter how stuck you feel no matter how bad things are right now no matter how hopeless depressed you feel no matter how many days you have spent wishing things were different I promise you won t feel this way forever Keep going I wish you the very best in your life ,POSITIVE,0.9966589212417603
افضل لاعب في العالم ,POSITIVE,0.999840497970581
صورة واضحة لسجود كريستيانو رونالدو ,POSITIVE,0.9997555613517761
This goal you scored today could ve being useful in Qatar World cup,POSITIVE,0.9771993160247803
you are the greatest soccer player ever maybe there is no player in the future as great as you and is a soccer player who will always be remembered goatCR7,POSITIVE,0.9996533393859863
Great team spirit to come back and win it Big thank you to the fans that stood with us when we most needed cristano ,POSITIVE,0.9998644590377808
Parabéns pela vitória És sem dúvida alguma o melhor jogador de sempre ,POSITIVE,0.9998552799224854
Life is hard I remember studying without electricity I had to smell the words ,NEGATIVE,0.9985247254371643
Mon fils je suis fier de toi,POSITIVE,0.9998636245727539
اسطورة فقدها دوري ابطال اوروبا,NEGATIVE,0.586969256401062
عظمه في نفسك كده يا دووووون ,POSITIVE,0.9998511075973511
You are the best Love from beautiful country Nepal cr7 GOAT,POSITIVE,0.9998461008071899
I used to think Cows did not exist until I saw Messi and then I realized that Cows do actually exist and I knew I was wrong No one can dispute Ronaldo The Greatest Player Of All Time Ronaldo,NEGATIVE,0.9587798118591309
Impressive win we keep fighting till the end We never give up Always outstanding player,POSITIVE,0.9998452663421631
Kituufu nyo Bro ,POSITIVE,0.9998382329940796
اذا انتقل الاسطورة ميسي إلى الدوري السعودي فستكتمل المتعة والإثارة وستعود المنافسة الاسطورية بينك وبين ميسي وستتجه أنظار عشاق كرة القدم في العالم إلى الدوري السعودي,POSITIVE,0.9990580677986145
This is not the issue I remember the day I was listening to a Chinese emotional song I listened to it with all my soul and heart till I cried only for someone to tell me the song was talking about agriculture ,POSITIVE,0.7832896709442139
شطور يا كريستيانو ,POSITIVE,0.9998773336410522
The out here changing lives ,POSITIVE,0.9972729086875916
Those kids will forever remember you for the happy moments you shared with them What a GOAT with great impacts ,POSITIVE,0.9998377561569214
Thank you for being supportive children Hero ,POSITIVE,0.9998273849487305
To everyone reading this Keep going No matter how stuck you feel no matter how bad things are right now no matter how hopeless depressed you feel no matter how many days you have spent wishing things were different I promise you won t feel this way forever Keep going You are blessed ,POSITIVE,0.9990591406822205
You are truly my inspiration and the inspiration of the world I am truly grateful to have lived in your era ,POSITIVE,0.999872088432312
You are an inspiration Thank you for inspiring me always ,POSITIVE,0.9998830556869507
That s the good and an inspiring part of you which we all are happy to know that you re even superb outside the pitch I m always your fan and will always follow your footprints as I grow,POSITIVE,0.9998794794082642
You re the best King CR7 ,POSITIVE,0.999863862991333
تحریک انصاف کے Active Worker حاضرى لگاؤ ہم اپنی ساتھ ایڈ کرے فالو کیجۓ ضرور ,POSITIVE,0.9937642812728882
The best player in history the king of football He s truly a gift from heaven You have made history the GOAT You re a definition of hard work everyone who agrees with me puts a heart and follows us thank you so much CR7 ,POSITIVE,0.9997971653938293
I know I will not win but I gonna do because I love you and I m your fan I will as you say suuuuu,POSITIVE,0.9997221827507019
I KNOW WE DON T KNOW EACH OTHER BUT TO EVERYONE WHO IS READING THIS NOW I WISH YOU ALL THE BEST IN LIFE AND GOD BLESS YOU I wish to be followed by you it could mean a lot Thank you so much ,POSITIVE,0.9997569918632507
All I remember in my mathematics subject is a question from our teacher Are we together ,NEGATIVE,0.7341981530189514
Best team in football Argentina Best team in cricket Pakistan ,POSITIVE,0.9997674822807312
CR7 IS THE GREATEST OF ALL TIMES,POSITIVE,0.9998294115066528
Love and respect from Pakistan CR7 ,POSITIVE,0.9998412132263184
من يقرأها يضع قلب أ ل م ن شر ح ل ك ص در ك و و ض عنا ع نك و زر ك ال ذي أ نق ض ظ هر ك و ر ف عنا ل ك ذ كر ك ف إ ن م ع الع سر ي سر ا إ ن م ع الع سر ي سر ا ف إ ذا ف ر غت ف انص ب و إ لى ر ب ك ف ارغ ب جعلها الله في ميزان حسناتكم متابـعه_فضـلا والردود سريعا,POSITIVE,0.9714292287826538
 ي ا غ ل ام إ ن ي أ ع ل م ك ك ل م ات اح ف ظ الل ه ي ح ف ظ ك اح ف ظ الل ه ت ج د ه ت ج اه ك إ ذ ا س أ ل ت ف اس أ ل الل ه و إ ذ ا اس ت ع ن ت ف اس ت ع ن ب الل ه و اع ل م أ ن ال أ م ة ل و اج ت م ع ت ع ل ى أ ن ي ن ف ع وك ب ش ي ء ل م ي ن ف ع وك إ ل ا ب ش ي ء ق د ك ت ب ه الل ه ل ك و ل و اج ت م ع وا ع ل ى أ ن ي ض ر وك ب ش ي ء ل م ي ض ر وك إ ل ا ب ش ي ء ق د ك ت ب ه الل ه ع ل ي ك ر ف ع ت ال أ ق ل ام و ج ف ت الصحف صدق رسول الله صل الله عليه وسلم,POSITIVE,0.9917659163475037
It s my dream to were a signed shirt of your ,POSITIVE,0.9981947541236877
Congratulations boss From Sylhet Bangladesh,POSITIVE,0.999567449092865
You are not just a hero on the field but also in life Your positive attitude determination and achievements are truly inspiring You have made a significant impact on the world of sports and brought joy to millions of fans worldwide Despite your immense success you remain humble and gracious to others Cheers to you the legend who never backs down ,POSITIVE,0.9998619556427002
Congratulations Good luck ,POSITIVE,0.9998192191123962
Best footballer in the world ,POSITIVE,0.9998371601104736
That s awesome Congratulations ,POSITIVE,0.9998623132705688
Good luck Congratulations This is another achievement ,POSITIVE,0.9998551607131958
Congratulations I have always been your admirer I am an African and I would love to go abroad,POSITIVE,0.9998389482498169
Good of you Legend You are a legend of your time Keep Enjoying,POSITIVE,0.9998836517333984
You always the Best ln the world ,POSITIVE,0.9998739957809448
I m very impressed Mark Great Job ,POSITIVE,0.9998268485069275
Very impressive also remember the fun As you enjoy life,POSITIVE,0.9998904466629028
Beautiful scenes to behold CR7 I love you ,POSITIVE,0.9998687505722046
Beautiful family CR7 ,POSITIVE,0.9998594522476196
Beautiful Family ,POSITIVE,0.9998834133148193
Beautiful family ,POSITIVE,0.9998834133148193
Beautiful Family i love you a7,POSITIVE,0.9998644590377808
Beautiful Family CR7 ,POSITIVE,0.9998594522476196
Wonderful family Too much love ,POSITIVE,0.9991604089736938
فدوه انت عالمي انت خيالي انت من كوكب اخر ابتسامتك كفيله باسعاد ملايين البشر على وجه الأرض ,POSITIVE,0.9998769760131836
اطلب م ن الله ك ل شيء لا ت فكر بالأسباب والظروف وب من ح ولك ف كر ب قدرة الله س بحان ه وتع الى ف قط اجع ل ام نيت ك بين ك وبين الله أخب ره ب كل ش يء ب ألم ك وب احتي اج ك ل ه وب كس ور قلب ك وح زن ك وضعفك وق لة حيلت ك ولجوئ ك إليه وحده لأنه الله رب العالمين,POSITIVE,0.838262140750885
الافضل في كل زمان ومكان والله,POSITIVE,0.9998161196708679
الدوووووون عالمي الي ما لا نهايه ,NEGATIVE,0.993949294090271
نعم صحيح انت عالمي و انت افضل لاعب في التاريخ,POSITIVE,0.9998810291290283
سلاما على من مر صدفة فــ صلي علي النبي ﷺ فزادني حسنة و زادت حسناته ,POSITIVE,0.9996960163116455
تي انت من جد جدك في الكورة ,POSITIVE,0.9950805902481079
أن الله يسوق لك أحدا من أقصى الأرض فيجمع بينكما من غير سابق معرفة ولا ميعاد ثم يقضي حاجتك على يديه وأنت الذي لو طفت الأرض كلها شرقا وغربا ما كنت تدري بمن ت نز ل حاجتك ولكن ها ألطاف الله ي دب ر أمرك من حيث لا تشعر فاطمئن دائما لأقدار الل طيف الخبير وتوك ل عليه ,POSITIVE,0.9985964894294739
يمعود خز يتنه اكو احد يحمد نفسه,NEGATIVE,0.9991752505302429
لكل من يضع قلبا ويتابعنا رزقكم الله زيارة بيته الحرام ومن تحبون ,POSITIVE,0.9994144439697266
كريستيانو بيرد علي إشاعات انفصالهم ,POSITIVE,0.9891406297683716
برضه هتفضل فتي أحلامنا,POSITIVE,0.9997367262840271
Very impressive pratice make perfect and never give up CR7 38 I love you so much,POSITIVE,0.999777615070343
Best of Luck ,POSITIVE,0.9996968507766724
Beautiful couple Love and hugs ,POSITIVE,0.9998776912689209
The most determined and disciplined player in history You earn every respect and reward for having contributed immensely to the game making the younger players of this generation have total enthusiasm and determination in the game coupled with hard work and resilience You are simply the most influential player that has ever played the game Despite your haters envy and jealousy you still stand tall and are motivated always to conquer your world More Respect King CR7,POSITIVE,0.9998470544815063
You are my role model and the only star that I have always loved No matter where you go I will always follow you you are phenomenal you are a legend you are simply the definition of football The greatest player of all time ,POSITIVE,0.999859094619751
The greatest player to ever play this game Goate Greatest of all time ever ,POSITIVE,0.9997616410255432
I used to think that Messi is a good player but after watching him being eliminated from champions league i knew I was wrong No one can dispute CR7 is the best player on earth,POSITIVE,0.999450147151947
disciplined player You work hard you achieved all the titles you were a great example for many players I wish you good luck I also hope that your heart will be open to people Thanks Chris,POSITIVE,0.9998370409011841
Good Luck the king of king ,POSITIVE,0.9998249411582947
I watch you match I see how best you are playing on pitch I am so happy watching you play You never finished keep up with the team work motivate your team more I love you all time my favorite,POSITIVE,0.9991807341575623
Milon gp ম লন গ র মপ ল শ Milon gp ম লন গ র মপ ল শ I like your play i am very impressed to see you You are my love in football ,POSITIVE,0.9998602867126465
حبيبي سمعته من بعض الاشخاص انك تريد الاعزال نهاية الموسم ليش يا رونالدو انحنا بنحبك وجودك داخل الملعب فقط يفرحنا ارجوك لا تعتزل ,POSITIVE,0.9927495718002319
النصر لو لعبو بيك بطولة ودية سوف تخسرها خسرت ثلاثة حتى الان,NEGATIVE,0.9995414018630981
الحقيقة الوحيدة التي نعرفها هو أن رونالدو أفضل لاعب في تاريخ ,POSITIVE,0.9994133710861206
مستواك فى النازل يا رونالدو فين أيام لما كنت بقول هاتريك رونالدو فى الاستورى,NEGATIVE,0.9991080164909363
Future King Cup winner ,POSITIVE,0.9991647005081177
الدوووون ,POSITIVE,0.5976119637489319
Very improving legend ,POSITIVE,0.9998109936714172
Parabéns princesinha que Jesus te abençoe por muitos e muitos anos ,POSITIVE,0.9997754693031311
Happy birthday to the princess ,POSITIVE,0.9998708963394165
Muitos parabéns à princesa seja abencoada por Deus todos os dias ,POSITIVE,0.9997859597206116
Parabéns e felicidades ,POSITIVE,0.9998477697372437
Parabéns Deus te abençoe e ilumine seu caminho,POSITIVE,0.9998502731323242
Filha de King é Kingzinha Parabéns nossa Princesa Receba um forte abraço apartir de Angola ,POSITIVE,0.9996148347854614
Parabéns um dia muito feliz ,POSITIVE,0.999866247177124
Parabéns e muitas felicidades e que Deus te abençoe e ilumine sempre Beijinhos ,POSITIVE,0.9998599290847778
Mưa tập xong nhớ lau người nha Em ,NEGATIVE,0.9878845810890198
You are super amazing best of the best in the whole world I m start following Al Nasr just for you wishing you always the best ,POSITIVE,0.9998751878738403
افضل من يتدرب في التاريخ ,POSITIVE,0.9998407363891602
Fils tu es vraiment le meilleur joueur au monde devant Benzema mbappe Neymar mais Messi est fort que toi,POSITIVE,0.9997791647911072
Very impressive Cr7 ,POSITIVE,0.9998409748077393
Very impressive a great player a great personality a real leader and all great etc ,POSITIVE,0.9998793601989746
light work for the ,POSITIVE,0.9993502497673035
Still the best player in the world ,POSITIVE,0.9998588562011719
They said he went to the league that no one will see so they came with their cameras and flags running and cheering to watch his first training with Al Nassr Ronaldo is the best player in history Everyone who agrees with me puts a heart and follows us thank you ,POSITIVE,0.9998239874839783
You are always best and legend all time Love you respect you a lot ,POSITIVE,0.9998764991760254
You are greatest of all the We are always waiting for your success You are a wonderful man You are an inspiration for all footballers and every human Vamos CR7 ,POSITIVE,0.9998706579208374
Always creative I think you have exceeded the legend stage and has become a higher degree I love you star ,POSITIVE,0.9998760223388672
My prayers and best wishes for you is to excel beyond records You are the greatest Pastor Cr7,POSITIVE,0.9997702240943909
Big Congratulations Idol You re always the best so proud of you Keep up the good work ,POSITIVE,0.9998747110366821
So wonderful to see you happy with a team that loves and respects you ,POSITIVE,0.9998757839202881
Congratulations very proud ,POSITIVE,0.999854564666748
He has great close control and his technique is excellent He believes he can do anything with the ball and that confidence makes him very special indeed The King of football ,POSITIVE,0.9998559951782227
Incredible Movie From the beginning of the story to the end of this film is very exciting and very Perfect I love this film ,POSITIVE,0.99988853931427
Ronaldo You are the father of inspiration in the world of football and beyond You are a result of hard work and passionate dedication to any assignment You came and conquered and still building a tower to be emulated by generations Personally I love your zeal and resilience You deserve the Titles KING GOAT at the same time May God give you the energy to entertain us and mentor young generations ,POSITIVE,0.9998446702957153
So amazing the hardworking man You always remain the best You are a Band of World s,POSITIVE,0.9998717308044434
If Cristiano is happy I m happy ,POSITIVE,0.9986242055892944
جلاد كتلونيا نورت ,NEGATIVE,0.9529615640640259
Very impressive Goal,POSITIVE,0.9998546838760376
رغم كل الظروف الصعبة إلا أنني لم افقد الامل في ايجاد حقيبة مليئة بالنقود يآ كريستيانو ,POSITIVE,0.9955867528915405
The just can t stop scoring ,POSITIVE,0.9935278296470642
Foi um belo jogo força Portugal Pley of the Mach Ronaldo ,POSITIVE,0.9998579025268555
Mantenha esse espirito Não reclames por ser substituido já não tens idade para aguentar os 90 em alta intensidade Obrigado cristiano ,POSITIVE,0.998305082321167
É muito difícil ser teu Hater tás sempre a provar que estão errados Lindo Máquina GOAT ,NEGATIVE,0.9931867122650146
História que Fizeste história por fazer por que ninguém resiste tua vontade de vencer ELE VENCE VENCE E VENCE VIVA RONALDO,POSITIVE,0.9998158812522888
Ainda temos muito Sou angolano mas ainda assim amo VC CR7 por tudo que já nos fez passar FORÇA sempre,POSITIVE,0.9996844530105591
Orgulho em te ter por perto Parabéns para toda a equipa ,POSITIVE,0.9998675584793091
Viva Cr7 ,POSITIVE,0.984522819519043
Parabéns foi um ótimo jogo Força Somos todos CR7 Siuuuu ,POSITIVE,0.9996730089187622
Cristiano Ronaldo não perde qualidade nunca na vida você é o melhor para todos ídolo inspiração prazer ,POSITIVE,0.9998636245727539
Very very fragrance you are the best,POSITIVE,0.9998784065246582
العطر الاجمل في التاريخ ,POSITIVE,0.9998723268508911
انا شايف انك تسيبك ياعم من الكورة وخليك في البوكسرات والبرفيوم هتعمل فيهم شغل حلو,POSITIVE,0.9997521042823792
حتى البوكسرات بتعمل بيزنس فيها ماشاء الله,POSITIVE,0.9845081567764282
استر نفسك يا واد بصوت عبله كامل ,NEGATIVE,0.9611365795135498
اقرأ على نفسك المعو ذات يوميا لا تزعل قلبك الجميل فكل شيء مكتوب من رب رحيم حافظ على نفسك أينما كنت وابتسم دوما وكن بخير ,POSITIVE,0.9996918439865112
وہ کون تھا جس نے پوری دنیا کو بتایا کہ محمد صلی اللہ علیہ وسلم ہمارے دل میں رہتے ہیں ,POSITIVE,0.5027094483375549
You re the best even the under wear is the greatest boxers of all time,POSITIVE,0.999817430973053
هدف ميسى العالمى فى الاستورى ميسى رونالدو ,POSITIVE,0.9978321194648743
نورت يا عسل ,POSITIVE,0.9998171925544739
Very impressive with you Ronaldo king,POSITIVE,0.9998714923858643
Legend in every language is spelled CR7,NEGATIVE,0.9136192202568054
Aybandla,POSITIVE,0.9985526204109192
Parabéns moçoilo Madeirense nosso Capitão CR7 nosso Cristiano Ronaldo Tem de ser mesmo esse o sentimento Eu também gostei de ver os Portugueses a aplaudirem e a dar Força O lema é I WANT I CAN Saúde e muitas felicidades ,POSITIVE,0.999809205532074
Siiiiiiiiiiiiiiiuuu Assim é que lhes tiras o Piiiiiiiiiiiiiiiuuu Força Capitão Sempre e para sempre no nosso coração ,POSITIVE,0.9992019534111023
خاف علي نفسك يا رونالدو ,POSITIVE,0.8892527222633362
Obrigado Cristiano Você é um grande jogador Tudo que você apresentou ao mundo é tão bonito quanto você e é muito difícil um jogador vir com a sua força moral e beleza ,POSITIVE,0.9993001222610474
Mt bom Parabéns à seleção e a ti Ronaldo porque estiveste mt bem e sei que vais fazer mt mais porque tens sido uma motivação para todos os jovens não só no futebol mas em todas as áreas Acredito que vais terminar a tua carreira em grande e trazendo mta alegria aos portugueses ,POSITIVE,0.999859094619751
LEGEND ,POSITIVE,0.9990383386611938
PARABÉNS Cristiano ninguém separa o que Deus uniu e Deus uniu o Cr7 ao futebol PARABÉNS MIÚDO que orgulho ,POSITIVE,0.9986631870269775
O que mais ama Portugal que desde que se estreou até hoje continua a dar a alma pela seleção O mais completo de todos os tempos Nunca vi em toda minha vida um jogador melhor que o Cristiano Ronaldo em toda minha vida Merece todo o respeito e toda homenagem de todos os portugueses em especial O capitão o mais Patriota o único que tentam lhe derrubar todos os anos mais ninguém consegue porque nem ele nem Deus permitem Maior inspiração para todo ser humano que quer vencer na vida Principalmente os atletas jovens ETERNAMENTE MELHOR JOGADOR DE TODOS OS TEMPOS ,POSITIVE,0.9973158240318298
